CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,fragrance_family,all_descriptors
123-18-2,"2,6,8-trimethylnonan-4-one",balsamic,fruity,oily,balsamic,"['balsamic', 'fruity', 'oily']"
91-10-1,"2,6-dimethoxyphenol",food like,phenolic,smoky,food like,"['food like', 'phenolic', 'smoky']"
17909-77-2,"2,6-dimethyl-10-methylene-2,6,11-dodecatrienal",citrus,mandarin,aldehydic,citrus,"['citrus', 'mandarin', 'aldehydic']"
3016-19-1,"2,6-dimethyl-2,4,6-octatriene",aromatic,floral,fresh,aromatic,"['aromatic', 'floral', 'fresh']"
13254-34-7,"2,6-dimethyl-2-heptanol",floral,fresh,lavender,floral,"['floral', 'fresh', 'lavender']"
68480-08-0,"2,6-dimethyl-2-octyl acetate",aromatic,citrus,herbal,aromatic,"['aromatic', 'citrus', 'herbal']"
108-82-7,"2,6-dimethyl-4-heptanol",food like,yeast,fermented,food like,"['food like', 'yeast', 'fermented']"
108-83-8,"2,6-dimethyl-4-heptanone",fruity,wine lees*,pineapple,fruity,"['fruity', 'wine lees*', 'pineapple']"
106-72-9,"2,6-dimethyl-5-heptenal",aldehydic,green,fruity,aldehydic,"['aldehydic', 'green', 'fruity']"
25279-09-8,"2,6-dimethyloct-7-en-2-yl formate",citrus,floral,fruity,citrus,"['citrus', 'floral', 'fruity']"
1879-00-1,"2,6-dimethyloct-7-en-4-one",fruity,tagetes,floral,fruity,"['fruity', 'tagetes', 'floral']"
673-84-7,"2,6-dimethylocta-2,4,6-triene",floral,peppery,herbal,floral,"['floral', 'peppery', 'herbal']"
108-50-9,"2,6-dimethylpyrazine",food like,nutty,roasted,food like,"['food like', 'nutty', 'roasted']"
108-48-5,"2,6-dimethylpyridine",food like,nutty,leathery,food like,"['food like', 'nutty', 'leathery']"
7786-44-9,"2,6-nonadien-1-ol",green,fruity,cucumber,green,"['green', 'fruity', 'cucumber']"
67674-36-6,"2,6-nonadienal diethyl acetal",green,cucumber,oily,green,"['green', 'cucumber', 'oily']"
67019-89-0,"2,6-nonadienenitrile",floral,violet,green,floral,"['floral', 'violet', 'green']"
90480-35-6,"2,6-octadienal, 3,7-dimethyl-, acid-isomerized",citrus,lime,fruity,citrus,"['citrus', 'lime', 'fruity']"
147060-73-9,"2,6-octadienal, 3,7-dimethyl-, reaction products with et alc.",citrus,verbena,lime,citrus,"['citrus', 'verbena', 'lime']"
38237-00-2,"2,6-octadiene-1-thiol, 3,7-dimethyl-",citrus,grapefruit,sulfurous,citrus,"['citrus', 'grapefruit', 'sulfurous']"
576-26-1,"2,6-xylenol",smoky,phenolic,neutral,smoky,"['smoky', 'phenolic', 'neutral']"
68419-46-5,"2,7-dimethyloct-5-en-4-one",floral,chamomile,marigold,floral,"['floral', 'chamomile', 'marigold']"
84642-57-9,"2-[(3,3,5-trimethylcyclohexyl)acetyl]cyclopentan-1-one",woody,animal like,amber,woody,"['woody', 'animal like', 'amber']"
94087-23-7,"2-[7-isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane",floral,green,muguet,floral,"['floral', 'green', 'muguet']"
68901-32-6,"2-[8-isopropyl-6-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane",green,floral,muguet,green,"['green', 'floral', 'muguet']"
32974-92-8,2-acetyl-3-ethylpyrazine,earthy,nutty,popcorn,earthy,"['earthy', 'nutty', 'popcorn']"
23787-80-6,2-acetyl-3-methylpyrazine,food like,nutty,roasted,food like,"['food like', 'nutty', 'roasted']"
1193-79-9,2-acetyl-5-methylfuran,gourmand,nutty,hay,gourmand,"['gourmand', 'nutty', 'hay']"
1122-62-9,2-acetylpyridine,food like,roasted,waxy,food like,"['food like', 'roasted', 'waxy']"
24295-03-2,2-acetylthiazole,food like,popcorn,roasted,food like,"['food like', 'popcorn', 'roasted']"
88-15-3,2-acetylthiophene,sulfurous,nutty,food like,sulfurous,"['sulfurous', 'nutty', 'food like']"
551-93-9,2-aminoacetophenone,floral,neroli,grape,floral,"['floral', 'neroli', 'grape']"
4740-79-8,"2-benzyl-1,3-dioxan-5-ol",green,floral,aldehydic,green,"['green', 'floral', 'aldehydic']"
97384-48-0,2-benzyl-2-methylbut-3-enenitrile,minty,citrus,fruity,minty,"['minty', 'citrus', 'fruity']"
92368-90-6,2-benzylheptanol,floral,muguet,jasmin,floral,"['floral', 'muguet', 'jasmin']"
20279-25-8,2-bornyl propionate,woody,fruity,pine,woody,"['woody', 'fruity', 'pine']"
78-92-2,2-butanol,fruity,sweet,fermented,fruity,"['fruity', 'sweet', 'fermented']"
78-93-3,2-butanone,fruity,pear,light,fruity,"['fruity', 'pear', 'light']"
1129-62-0,"2-butanone, phenylhydrazone",animal like,dry,balsamic,animal like,"['animal like', 'dry', 'balsamic']"
71048-83-4,"2-buten-1-one, 1-(2,6,6-trimethyl-3-cyclohexen-1-yl)-, [1alpha(e),alpha]- (9ci)",floral,rose,plum,floral,"['floral', 'rose', 'plum']"
3724-65-0,2-butenoic acid,acidic,cheesy,green,acidic,"['acidic', 'cheesy', 'green']"
54546-26-8,"2-butyl-4,4,6-trimethyl-1,3-dioxane",herbal,green,floral,herbal,"['herbal', 'green', 'floral']"
62062-85-5,"2-butyl-5,6-dihydro-2,4-dimethyl-2h-pyran",green,floral,spicy,green,"['green', 'floral', 'spicy']"
90-42-6,2-cyclohexylcyclohexanone,floral,cyclamen,cumin,floral,"['floral', 'cyclamen', 'cumin']"
4442-79-9,2-cyclohexylethyl alcohol,floral,green,peony,floral,"['floral', 'green', 'peony']"
916887-53-1,2-cyclohexylidene-2-o-tolylacetonitrile,floral,rose,powdery,floral,"['floral', 'rose', 'powdery']"
2109-22-0,2-cyclohexylpropanal,green,aldehydic,floral,green,"['green', 'aldehydic', 'floral']"
21835-00-7,"2-cyclopenten-1-one, 2-hydroxy-3,4-dimethyl-",gourmand,caramel,anisic,gourmand,"['gourmand', 'caramel', 'anisic']"
4884-24-6,2-cyclopentylcyclopentanone,floral,animal like,indolic,floral,"['floral', 'animal like', 'indolic']"
693-54-9,2-decanone,floral,neroli,peach,floral,"['floral', 'neroli', 'peach']"
3913-71-1,2-decenal,aldehydic,floral,clean,aldehydic,"['aldehydic', 'floral', 'clean']"
